datetime,parameter,variable,prediction,model_id,duration,project_id,site_id,family,reference_datetime
2024-12-26T00:00:00Z,1,nee,-0.28710841438538204,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2024-12-27T00:00:00Z,1,nee,-0.038169958984849914,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2024-12-28T00:00:00Z,1,nee,0.2562596545140153,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2024-12-29T00:00:00Z,1,nee,0.17781979940700152,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2024-12-30T00:00:00Z,1,nee,0.017803111459091525,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2024-12-31T00:00:00Z,1,nee,-0.5569585449158875,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-01T00:00:00Z,1,nee,-0.8056453702322174,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-02T00:00:00Z,1,nee,-1.1348955087148092,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-03T00:00:00Z,1,nee,-0.04998852140969158,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-04T00:00:00Z,1,nee,-0.13975385952490413,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-05T00:00:00Z,1,nee,-1.0850603578626308,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-06T00:00:00Z,1,nee,-0.9292671151229073,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-07T00:00:00Z,1,nee,-0.41533414417185693,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-08T00:00:00Z,1,nee,0.17000493201851044,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-09T00:00:00Z,1,nee,-1.4007114151410127,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-10T00:00:00Z,1,nee,0.14477585855247396,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-11T00:00:00Z,1,nee,-0.5941178435282666,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-12T00:00:00Z,1,nee,-0.3696315852256413,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-13T00:00:00Z,1,nee,-0.9070919898706536,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-14T00:00:00Z,1,nee,-1.2791747149428008,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-15T00:00:00Z,1,nee,0.08485934883817811,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-16T00:00:00Z,1,nee,-0.6113736907920522,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-17T00:00:00Z,1,nee,-0.9146396985680909,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-18T00:00:00Z,1,nee,-0.13367684454658085,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-19T00:00:00Z,1,nee,0.38614128419468574,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
2025-01-20T00:00:00Z,1,nee,-0.7614569778455507,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-12-26T00:00:00Z
