datetime,parameter,variable,prediction,model_id,duration,project_id,site_id,family,reference_datetime
2024-01-17T00:00:00Z,1,nee,0.003296032595756634,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-18T00:00:00Z,1,nee,0.011369339451881469,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-19T00:00:00Z,1,nee,0.014171071287330694,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-20T00:00:00Z,1,nee,0.00322908452670217,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-21T00:00:00Z,1,nee,0.004265515592255778,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-22T00:00:00Z,1,nee,0.014036267495817099,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-23T00:00:00Z,1,nee,0.022777691965025684,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-24T00:00:00Z,1,nee,0.028568535391690266,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-25T00:00:00Z,1,nee,0.026488874317011097,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-26T00:00:00Z,1,nee,0.023172257855520496,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-27T00:00:00Z,1,nee,0.02362886069060702,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-28T00:00:00Z,1,nee,0.022359837919992964,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-29T00:00:00Z,1,nee,0.024505197099211062,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-30T00:00:00Z,1,nee,0.02370989354758254,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-01-31T00:00:00Z,1,nee,0.028701935435324327,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
2024-02-01T00:00:00Z,1,nee,0.009296524715603154,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-01-17T00:00:00Z
