datetime,parameter,variable,prediction,model_id,duration,project_id,site_id,family,reference_datetime
2024-04-27T00:00:00Z,1,nee,-1.4439047245969105,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-04-28T00:00:00Z,1,nee,-0.9245883229581829,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-04-29T00:00:00Z,1,nee,0.04534487217423555,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-04-30T00:00:00Z,1,nee,-0.9734624995440633,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-01T00:00:00Z,1,nee,-1.9048211803131458,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-02T00:00:00Z,1,nee,-1.410067568074664,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-03T00:00:00Z,1,nee,-0.21776297802392797,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-04T00:00:00Z,1,nee,-0.5507226712609183,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-05T00:00:00Z,1,nee,-1.892018417377212,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-06T00:00:00Z,1,nee,-1.0874146334313883,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-07T00:00:00Z,1,nee,-1.0230137989469645,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-08T00:00:00Z,1,nee,-1.6557792691351332,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-09T00:00:00Z,1,nee,-0.9640947631825505,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-10T00:00:00Z,1,nee,-1.2184892272402332,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-11T00:00:00Z,1,nee,-0.7541201038662314,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-12T00:00:00Z,1,nee,-2.19372541373542,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-13T00:00:00Z,1,nee,-2.087664677056558,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-14T00:00:00Z,1,nee,-1.0703602084487895,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-15T00:00:00Z,1,nee,-1.528311820896723,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-16T00:00:00Z,1,nee,-1.9904236848688708,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-17T00:00:00Z,1,nee,-2.5043364588921686,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-18T00:00:00Z,1,nee,-1.5550118192583846,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-19T00:00:00Z,1,nee,-2.267758401840756,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-20T00:00:00Z,1,nee,-1.5160526838006432,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-21T00:00:00Z,1,nee,0.04858504108844197,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-22T00:00:00Z,1,nee,-1.0098960267278987,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-23T00:00:00Z,1,nee,-1.577819466283501,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-24T00:00:00Z,1,nee,-0.3770164742087401,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-25T00:00:00Z,1,nee,-0.7216587179540133,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-26T00:00:00Z,1,nee,-2.194677721821191,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-04-27T00:00:00Z,2,nee,-0.844574110089603,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-04-28T00:00:00Z,2,nee,-0.07961695605893798,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-04-29T00:00:00Z,2,nee,-1.8568909529684074,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-04-30T00:00:00Z,2,nee,-1.78729737746309,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-01T00:00:00Z,2,nee,-1.7037435466775745,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-02T00:00:00Z,2,nee,-0.8888982192821745,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-03T00:00:00Z,2,nee,-0.5029200714728531,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-04T00:00:00Z,2,nee,-1.1155967206720685,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-05T00:00:00Z,2,nee,-0.3772795304811224,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-06T00:00:00Z,2,nee,-2.2198765432601206,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-07T00:00:00Z,2,nee,-2.2830344346235085,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-08T00:00:00Z,2,nee,-2.0720028296868414,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-09T00:00:00Z,2,nee,-0.6109477238502858,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-10T00:00:00Z,2,nee,-2.0279314958642254,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-11T00:00:00Z,2,nee,-2.090656395603083,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-12T00:00:00Z,2,nee,-2.406568228575741,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-13T00:00:00Z,2,nee,-0.6610191007543821,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-14T00:00:00Z,2,nee,-0.581860594294786,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-15T00:00:00Z,2,nee,-2.7052893426433244,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-16T00:00:00Z,2,nee,-1.7116443450795154,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
2024-05-17T00:00:00Z,2,nee,-0.8064549308175677,bookcast_forest,P1D,neon4cast,OSBS,ensemble,2024-04-27T00:00:00Z
